Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Decade,Primary_Genre,Rating_Band
Aadab Hyderabad,2007,104,Unknown,,,Sanjay Punjabi,Unknown,Unknown,Unknown,2000,Unknown,
Aadamkhor,2018,72,Horror,7.4,150,Kshitij Sharma,Deeya Dey,Anoma Pabuwal,Mahendra Singh Rawat,2010,Horror,Good (6–8)
Aadamkhor Hasina,2002,129,Action,,,Salim Suma,Poonam Dasgupta,Raza Murad,Amit Pachori,2000,Action,
Aadarniy Pitaji,2020,129,Family,,,Prashant Kumar,Unknown,Unknown,Unknown,2020,Family,
Aadarsh,1983,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1980,Drama,
Aadat,1989,129,Unknown,,,Dev Malhotra,Madhuri Mishra,Ashok Pandey,Reema Raj,1980,Unknown,
Aadat Se Majboor,1982,105,"Action, Crime, Drama",5.5,28,Ambrish Sangal,Mithun Chakraborty,Rameshwari,Madan Puri,1980,Action,Average (4–6)
Aadha Din Aadhee Raat,1977,132,Action,5.1,18,Doondi,Jalal Agha,Vinod Khanna,Shabana Azmi,1970,Action,Average (4–6)
Aadhaar,2004,129,Drama,,,Shorya Veer Saagar,Saurabh Agnihotri,Aryan Harnot,Pooja Raawat,2000,Drama,
Aadharshila,1982,154,Drama,6.4,19,Ashok Ahuja,Dolly Ahluwalia,Raja Bundela,Neena Gupta,1980,Drama,Good (6–8)
Aadhe Adhure,1996,129,Drama,,,Pooja Choudhary,Tushar Dalvi,Narendra Gupta,Rekha Purohit,1990,Drama,
Aadhi Bhagavan,2013,157,"Action, Crime, Thriller",5.4,568,Ameer Sultan,Jayam Ravi,Neetu Chandra,Sudha Chandran,2010,Action,Average (4–6)
"Aadhi Haqeeqat, Aadha Fasana",1990,88,Documentary,,,Dilip Ghosh,Unknown,Unknown,Unknown,1990,Documentary,
Aadhi Mimansa,1991,129,Unknown,6.2,9,Apurba Kishore Bir,Mohan Gokhale,Neena Gupta,Ashok Kumar,1990,Unknown,Good (6–8)
Aadhi Raat,1999,129,Horror,,,Hriday Shankar,Manoj Bakshi,Satyendra Kapoor,Satnam Kaur,1990,Horror,
Aadhi Roti,1957,129,Drama,,,Chandrakant,Prem Adib,Master Bhagwan,Daisy Irani,1950,Drama,
Aadhi Zindagi Aadhi Maut,1986,129,Thriller,,,V. Menon,Aparajita,Abhi Bhattacharya,Sargam,1980,Thriller,
Aadi Shakti,1992,129,Action,,,Govind Singh,Raza Murad,Yunus Parvez,Unknown,1990,Action,
Aadmi,1993,153,"Action, Crime, Drama",6.5,97,Arshad Khan,Ajit,Vikas Anand,Arjun,1990,Action,Good (6–8)
Aadmi Aur Apsara,1991,142,Fantasy,6.7,66,J. Om Prakash,K. Raghavendra Rao,Chiranjeevi,Amrish Puri,1990,Fantasy,Good (6–8)
Aadmi Aur Aurat,2001,129,Thriller,,,Alka Kubal,Raza Murad,Ramanna,Unknown,2000,Thriller,
Aadmi Aur Insaan,1969,168,"Drama, Romance, Thriller",6.2,149,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan,1960,Drama,Good (6–8)
Aadmi Khilona Hai,1993,158,"Drama, Romance",5.0,142,J. Om Prakash,Jeetendra,Reena Roy,Govinda,1990,Drama,Average (4–6)
Aadmi Ki Aurat Aur Anya Kahaniya,2009,78,Drama,7.6,62,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi,2000,Drama,Good (6–8)
Aadmi Sadak Ka,1977,138,"Drama, Family",5.4,34,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera,1970,Drama,Average (4–6)
Aadupuliyattam,2016,145,Horror,4.2,266,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri,2010,Horror,Average (4–6)
Aafat,1977,148,"Crime, Drama",5.3,17,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.,1970,Crime,Average (4–6)
Aafat-e-Ishq,2021,129,"Comedy, Thriller",,,Indrajit Nattoji,Amit Sial,Neha Sharma,Garima Jain,2020,Comedy,
Aafreen,2021,129,Romance,,,Manjeet Rai,Chitransh Raaj,Prishita Tiwari,Sapna Shetty,2020,Romance,
Aag,1994,139,"Action, Comedy, Drama",4.6,227,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre,1990,Action,Average (4–6)
Aag Andhi Aur Toofan,1994,129,"Action, Thriller",3.1,11,Kanti Shah,Amit Dhamija,Mukesh Khanna,Kiran Kumar,1990,Action,Poor (<4)
Aag aur Angaray,1990,129,Action,,,Vikaram Naroo,Rakesh Bedi,Birbal,Gulshan Grover,1990,Action,
Aag Aur Chingari,1994,133,Action,4.1,13,Kanti Shah,Alpana,Aparajita,Asrani,1990,Action,Average (4–6)
Aag Aur Daag,1970,129,"Action, Comedy, Drama",3.7,14,A. Salaam,Joy Mukherjee,Poonam Sinha,Master Bhagwan,1970,Action,Poor (<4)
Aag Aur Shabab,1990,101,Thriller,,,Ravi Kumar,Madhuri,Captain Raju,Unknown,1990,Thriller,
Aag Aur Shola,2001,129,Action,,,Ravi Raja Pinisetty,Kiran Rathod,Flora Saini,Raj Shekhar,2000,Action,
Aag Aur Tezaab,1998,129,Action,,,Israr Ahmed,Jagdish Sidana,Satish Kaul,Kader Khan,1990,Action,
Aag Aur Toofan,1975,129,"Action, Drama, Thriller",,,Tanvir Ahmed,Mumtaz,Robin Kumar,Anwar Hussain,1970,Action,
Aag Hi Aag,1987,170,Action,5.3,93,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee,1980,Action,Average (4–6)
Aag Ka Dariya,1953,129,"Drama, Family",,,Roop K. Shorey,Meena Shorey,Karan Dewan,Prithviraj Kapoor,1950,Drama,
Aag Ka Gola,2002,129,Action,,,Kishan Shah,Junior Amitabh Bachchan,Junior Mithun Chakraborthy,Junior Sanjay Dutt,2000,Action,
Aag Ka Prem Yudh,2002,129,Action,,,Thriller Manju,Rachana Maurya,Sanghavi,Upendra,2000,Action,
Aag Ka Toofaan,1993,137,Action,4.8,21,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani,1990,Action,Average (4–6)
Aag Ke Sholay,2001,139,Action,,,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu,2000,Action,
Aag Laga Do Sawan Ko,1991,129,"Drama, Romance",5.7,7,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel,1990,Drama,Average (4–6)
Aag Lagi Barsat Mein,1990,129,Thriller,,,Charanya,Y.G. Mahendran,Silk Smitha,Unknown,1990,Thriller,
Aag Se Khelenge,1989,151,Action,5.0,52,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor,1980,Action,Average (4–6)
Aagaah: The Warning,2011,129,"Drama, Horror, Thriller",3.6,23,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain,2010,Drama,Poor (<4)
Aage Badho,1972,129,Romance,,,I.S. Johar,Dilip Dutt,Ambika Johar,Rajeev Kumar,1970,Romance,
Aage Kadam,1943,129,Unknown,,,N.R. Acharya,Anjali Devi,Mubarak,Motilal,1940,Unknown,
Aage Ki Soch,1988,129,Comedy,4.8,30,Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke,1980,Comedy,Average (4–6)
Aage Maut Peeche Maut,2001,78,Horror,3.1,7,A.T. Joy,Lekha Pande,Vimal Raj,Shakila,2000,Horror,Poor (<4)
Aage Mod Hai,1987,129,Unknown,,,Ajit,Raja Bundela,Uday Chandra,Geeta Khanna,1980,Unknown,
Aagey Se Right,2009,117,"Comedy, Crime, Drama",5.0,381,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra,2000,Comedy,Average (4–6)
Aaghaat,2000,129,Action,,,Vijay Borade,Zaffar Abbas,Mohnish Bahl,Meena Bisht,2000,Action,
Aaghaaz,2000,153,"Action, Crime, Drama",4.2,274,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar,2000,Action,Average (4–6)
Aaghosh,1953,129,"Drama, Romance",,,R.D. Mathur,Agha,Nasir Khan,Leela Mishra,1950,Drama,
Aagman,1982,129,Drama,4.8,8,Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria,1980,Drama,Average (4–6)
Aah,1953,150,"Drama, Musical, Romance",7.2,275,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi,1950,Drama,Good (6–8)
Aahat - Ek Ajeeb Kahani,1971,129,Thriller,6.4,10,Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra,1970,Thriller,Good (6–8)
Aah-E-Mazluman,1935,129,Unknown,,,N.G. Bulchandani,Abdul Rehman Kabuli,Unknown,Unknown,1930,Unknown,
Aahuti,1992,129,Drama,,,Rajendra Bhatia,Arun Bali,Unknown,Unknown,1990,Drama,
Aahvaan,2020,114,"Comedy, Horror",,,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha,2020,Comedy,
Aahwan,1996,129,Action,,,Unknown,Unknown,Unknown,Unknown,1990,Action,
Aai Bahar,1946,129,Unknown,,,Unknown,Unknown,Unknown,Unknown,1940,Unknown,
Aai Phirse Bahar,1960,129,Unknown,,,A. Bhimsingh,Padmini,Shivaji Ganesan,Rajasulochana,1960,Unknown,
Aaina,2019,60,Horror,,,Raja Bhargav,Komal Bharti,Urmila Chandolia,Ankit Jha,2010,Horror,
Aaiyash: The Desire,2004,123,"Drama, Romance",,,Sandeep Kumar,Akansha,Rakhi Bajaj,Amit Dhamija,2000,Drama,
Aaj,1987,116,Drama,5.5,281,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran,1980,Drama,Average (4–6)
Aaj Aur Kal,1963,144,"Drama, Romance",5.6,52,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda,1960,Drama,Average (4–6)
Aaj Jaana Hai Ke Pyaar Kya Ha,2004,129,Romance,,,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor,2000,Romance,
Aaj Ka Aladdin,1935,129,Unknown,6.0,5,Nagendra Majumdar,Unknown,Unknown,Unknown,1930,Unknown,Average (4–6)
Aaj Ka Andha Kanoon,2003,46,Action,3.1,15,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali,2000,Action,Poor (<4)
Aaj Ka Arjun,1990,164,"Action, Crime, Drama",4.7,586,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar,1990,Action,Average (4–6)
Aaj Ka Daur,1985,153,"Action, Drama",5.1,40,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy,1980,Action,Average (4–6)
Aaj Ka Farhad,1948,129,Unknown,,,Balwant Joshi,Zohra,Unknown,Unknown,1940,Unknown,
Aaj Ka Gang Leader,1993,129,Action,5.6,29,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha,1990,Action,Average (4–6)
Aaj Ka Goonda Raaj,1992,147,"Action, Thriller",5.3,144,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar,1990,Action,Average (4–6)
Aaj Ka Gunda,1992,129,Action,,,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti,1990,Action,
Aaj Ka Gunda Raaj,2006,129,Action,6.0,46,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji,2000,Action,Average (4–6)
Aaj Ka Hindustan,1940,129,Unknown,,,Jayant Desai,Rose,Prithviraj Kapoor,Ishwarlal,1940,Unknown,
Aaj Ka Inteqaam,1991,129,Thriller,,,Rajni Bala,Jainendra,Jamuna,Neela,1990,Thriller,
Aaj Ka Krantiveer,2004,129,Action,,,Jayasudha,Nassar,Soundarya,Vijayakanth,2000,Action,
Aaj Ka Laawaris,2006,129,Action,5.7,17,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar,2000,Action,Average (4–6)
Aaj Ka Mahaatma,1976,170,"Action, Romance",3.5,23,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet,1970,Action,Poor (<4)
Aaj Ka Maseeha,1995,129,Action,,,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna,1990,Action,
Aaj Ka Nanha Farishta,2000,129,"Action, Crime, Thriller",5.8,8,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar,2000,Action,Average (4–6)
Aaj Ka Parshuram,1992,129,Action,,,Satya Murthy G.,Nagendra,Disco Shanti,Unknown,1990,Action,
Aaj Ka Ravan,2000,128,"Action, Crime",4.3,31,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,2000,Action,Average (4–6)
Aaj Ka Romeo,1995,129,Action,,,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo,1990,Action,
Aaj Ka Samson,1991,123,"Action, Romance",3.1,14,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor,1990,Action,Poor (<4)
Aaj Ka Shahen Shah,1997,129,Action,,,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani,1990,Action,
Aaj Ka Ye Ghar,1976,129,Drama,4.5,10,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma,1970,Drama,Average (4–6)
Aaj Kaa M.L.A. Ram Avtar,1984,157,"Action, Drama",5.8,65,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma,1980,Action,Average (4–6)
Aaj Kal,1934,129,Unknown,,,R.S. Choudhury,Jal Merchant,Shantakumari,Unknown,1930,Unknown,
Aaj Ke Angaarey,1988,128,"Action, Drama",5.0,26,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh,1980,Action,Average (4–6)
Aaj Ke Shahenshah,1990,132,Action,3.3,15,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday,1990,Action,Poor (<4)
Aaj Ke Sholey,1985,129,Adventure,5.3,37,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri,1980,Adventure,Average (4–6)
Aaj Ki Awaz,1984,137,"Action, Drama, Crime",5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan,1980,Action,Average (4–6)
Aaj Ki Baat,1955,129,Unknown,,,Leela Chitnis,Ajit,Ajit Chitnis,Leela Chitnis,1950,Unknown,
Aaj Ki Biwi,1991,129,Drama,,,Ajay Kumar,Vijay Kumar,Jaishree Patel,Unknown,1990,Drama,
Aaj Ki Dhara,1979,129,Drama,,,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar,1970,Drama,
Aaj Ki Duniya,1940,129,Drama,,,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir,1940,Drama,
Aaj Ki Jung,1988,129,Action,,,Kodanda Rami Reddy A.,Unknown,Unknown,Unknown,1980,Action,
Aaj Ki Pukar,1976,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1970,Drama,
Aaj Ki Raat,1992,129,Thriller,,,Madhuri,Pratap,Raghu,Ravi,1990,Thriller,
Aaj Ki Taaqat,1992,129,Unknown,,,Anil Nagrath,Jaya Mathur,Anil Nagrath,Sunil Puri,1990,Unknown,
Aaj Ki Taaza Khabar,1973,129,Comedy,7.3,88,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar,1970,Comedy,Good (6–8)
Aaj Kie Aurat,1993,129,"Action, Drama",3.8,14,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta,1990,Action,Poor (<4)
Aaj Watan Ne Humen Pukara,1968,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1960,Drama,
Aaja Mere Mehboob,1994,129,Romance,,,Rakesh Kakaria,Unknown,Unknown,Unknown,1990,Romance,
Aaja Mere Raja,2000,129,Drama,,,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen,2000,Drama,
Aaja Meri Bahon Mein,2002,129,Romance,,,Unknown,Unknown,Unknown,Unknown,2000,Romance,
Aaja Meri Jaan,1993,162,Romance,4.4,30,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor,1990,Romance,Average (4–6)
Aaja Nachle,2007,137,"Drama, Family, Music",6.2,2998,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav,2000,Drama,Good (6–8)
Aaja Re O Sajana,1994,129,"Drama, Romance",,,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar,1990,Drama,
Aaja Sanam,1994,129,"Drama, Romance",3.3,7,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp,1990,Drama,Poor (<4)
Aakanksha,1993,120,Drama,,,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar,1990,Drama,
Aakhet,,129,Drama,,,Ravi Buley,Tanima Bhattacharya,Narottam Bain,Rajnikant Singh,,Drama,
Aakhir,1984,129,Comedy,,,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep,1980,Comedy,
Aakhir Kaun Thi Woh?,2000,129,"Action, Mystery, Thriller",4.4,5,Bapu,Raj Babbar,Raza Murad,Sripradha,2000,Action,Average (4–6)
Aakhir Kyon?,1985,129,Drama,6.6,158,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan,1980,Drama,Good (6–8)
Aakhree Raasta,1986,164,"Action, Crime, Drama",7.1,1283,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada,1980,Action,Good (6–8)
Aakhri Adaalat,1988,148,"Action, Thriller",5.2,78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff,1980,Action,Average (4–6)
Aakhri Baazi,1989,149,"Action, Drama, Family",4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,1980,Action,Average (4–6)
Aakhri Badla,2004,129,Action,,,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan,2000,Action,
Aakhri Cheekh,1991,129,Horror,4.8,47,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha,1990,Horror,Average (4–6)
Aakhri Chetawani,1993,129,Unknown,,,Deva Dutta,Bharat Bhushan,Sudha Chandran,Amita Nangia,1990,Unknown,
Aakhri Daao,1975,129,"Action, Crime, Drama",5.5,29,A. Salaam,Jeetendra,Saira Banu,Padma Khanna,1970,Action,Average (4–6)
Aakhri Daku,1978,129,Action,5.6,21,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha,1970,Action,Average (4–6)
Aakhri Dao,1958,129,Comedy,6.4,16,Mahesh Kaul,Nutan,Shekhar,Jeevan,1950,Comedy,Good (6–8)
Aakhri Dastak,2004,129,Drama,,,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad,2000,Drama,
Aakhri Galti,1936,129,Unknown,,,Kamlabai Gokhale,Unknown,Unknown,Unknown,1930,Unknown,
Aakhri Geet,1975,129,Unknown,,,G.V. Iyer,G.V. Narayana Rao,Rekha,Krishna Swamy,1970,Unknown,
Aakhri Ghulam,1989,171,"Action, Crime, Drama",4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher,1980,Action,Average (4–6)
Aakhri Goli,1977,129,Action,4.8,18,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal,1970,Action,Average (4–6)
Aakhri Insaaf,1980,129,"Action, Mystery",4.9,10,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar,1980,Action,Average (4–6)
Aakhri Inteqam,2002,129,Action,2.5,16,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori,2000,Action,Poor (<4)
Aakhri Kasam,1979,126,"Action, Thriller",6.3,7,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali,1970,Action,Good (6–8)
Aakhri Khat,1966,153,Drama,6.9,122,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty,1960,Drama,Good (6–8)
Aakhri Khwahish-Ek Gunah Ki,2003,129,Thriller,,,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo,2000,Thriller,
Aakhri Mohabbat,1994,129,Romance,,,Abhilasha,Girish,Ravi Menon,Raghu,1990,Romance,
Aakhri Mujra,1981,121,"Drama, Musical",,,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab,1980,Drama,
Aakhri Muqabla,1978,129,Action,,,Unknown,Unknown,Unknown,Unknown,1970,Action,
Aakhri Nishan,1974,129,Unknown,,,S.A. Ashokan,Ram Chandran,Jyothi Lakshmi,Unknown,1970,Unknown,
Aakhri Nishchay,1988,129,Drama,,,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi,1980,Drama,
Aakhri Paigham,1949,129,Unknown,,,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma,1940,Unknown,
Aakhri Raat,1999,129,Thriller,,,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan,1990,Thriller,
Aakhri Sajda,1977,110,Drama,,,Helen,Jagdeep,Murad,Maya Sinha,1970,Drama,
Aakhri Sangam,1990,160,"Action, Romance",7.3,39,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian,1990,Action,Good (6–8)
Aakhri Sanghursh,1997,138,Action,2.8,17,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna,1990,Action,Poor (<4)
Aakhri Sauda: The Last Deal,2016,129,Thriller,,,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra,2010,Thriller,
Aakraman,1975,139,"Drama, History, Romance",6.3,44,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan,1970,Drama,Good (6–8)
Aakrandan,2001,129,Drama,,,Unknown,Unknown,Unknown,Unknown,2000,Drama,
Aakrant,1988,129,Drama,,,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya,1980,Drama,
Aakrosh,2010,115,"Action, Crime, Thriller",7.0,3464,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu,2010,Action,Good (6–8)
Aakrosh: Cyclone of Anger,1998,129,"Action, Crime, Drama",4.6,93,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad,1990,Action,Average (4–6)
Aalaap,2012,116,Sci-Fi,5.4,26,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit,2010,Sci-Fi,Average (4–6)
Aalavandhan,2001,177,"Action, Thriller",7.2,2192,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala,2000,Action,Good (6–8)
Aalha Udal,1962,129,"Drama, History",,,Jaswant Jhaveri,Master Bhagwan,Paidi Jairaj,Jeevan,1960,Drama,
Aalwar,2007,152,Action,3.0,922,Chella,Ajith Kumar,Asin Thottumkal,Vivek,2000,Action,Poor (<4)
Aamaar Bhuvan,2018,107,"Drama, Family",7.7,72,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen,2010,Drama,Good (6–8)
Aamdani Atthanni Kharcha Rupaiya,2001,150,"Comedy, Drama, Family",4.8,1238,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla,2000,Comedy,Average (4–6)
Aamir,2008,99,"Action, Crime, Drama",7.7,10862,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala,2000,Action,Good (6–8)
Aamna Saamna,2013,62,Animation,,,Rajiv Chilaka,Jigna Bhardwaj,Rajesh Kava,Sabina Malik,2010,Animation,
Aamne - Saamne,1967,163,"Crime, Mystery, Romance",6.5,81,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra,1960,Crime,Good (6–8)
Aamne Samne,1982,143,"Action, Crime, Drama",6.4,53,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta,1980,Action,Good (6–8)
Aamras: The Sweet Taste of Friendship,2009,129,Drama,5.8,60,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo,2000,Drama,Average (4–6)
Aamrityu,2018,129,Drama,,,Arup Manna,Unknown,Unknown,Unknown,2010,Drama,
Aan Aur Shaan,1984,130,Drama,6.4,37,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor,1980,Drama,Good (6–8)
Aan Baan,1956,129,Romance,2.8,5,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal,1950,Romance,Poor (<4)
Aan Milo Sajna,1970,177,"Drama, Musical, Romance",6.4,211,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna,1970,Drama,Good (6–8)
Aan: Men at Work,2004,149,"Action, Crime, Drama",5.7,2907,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty,2000,Action,Average (4–6)
Aanch,2003,160,Drama,5.6,102,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer,2000,Drama,Average (4–6)
Aanchal,1960,129,"Drama, Family",4.9,8,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda,1960,Drama,Average (4–6)
Aanchal Ke Phool,1968,129,Drama,5.7,6,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt,1960,Drama,Average (4–6)
Aandha Intaquam,1993,129,Action,,,Swaroop Kumar,Shanti Priya,Ronit Roy,Tapasya,1990,Action,
Aandhi,1948,129,Drama,,,T.R. Sundaram,Unknown,Unknown,Unknown,1940,Drama,
Aandhi Aur Toofan,1964,129,"Action, Adventure, Romance",6.0,8,Mohammed Hussain,Dara Singh,Mumtaz,Kamran,1960,Action,Average (4–6)
Aandhi-Toofan,1985,144,Drama,6.1,49,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa,1980,Drama,Good (6–8)
Aandhiyan,1990,145,Drama,4.8,38,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree,1990,Drama,Average (4–6)
Aangan,1973,129,"Drama, Family",,,Nasir Hussain,Farida Jalal,Ashim Kumar,Leela Mishra,1970,Drama,
Aangan Ki Kali,1979,129,"Drama, Family",5.6,5,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan,1970,Drama,Average (4–6)
Aani Maani,2019,94,Drama,6.6,15,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh,2010,Drama,Good (6–8)
Aankh Ka Nasha,1933,129,Unknown,,,J.J. Madan,Khurshid Begum,Mukhtar Begum,Jehanara Kajjan,1930,Unknown,
Aankh Ki Sharm,1943,129,Unknown,,,Balwant Bhatt,Prithviraj Kapoor,Trilok Kapoor,Kaushalya,1940,Unknown,
Aankh Micholi,2021,129,"Comedy, Family",,,Umesh Shukla,Paresh Rawal,Sharman Joshi,Abhimanyu Dasani,2020,Comedy,
Aankh Michouli,1942,129,Unknown,,,R.S. Choudhury,Nalini Jaywant,Unknown,Unknown,1940,Unknown,
Aankhein: The Third Eye,2004,129,Action,7.4,15,Nassar,Sada,Srikanth,Unknown,2000,Action,Good (6–8)
Aankhen,2002,165,"Crime, Drama, Thriller",7.4,12574,Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen,2000,Crime,Good (6–8)
Aankhen 2,2021,129,Thriller,,,Abhinay Deo,Amitabh Bachchan,Sidharth Malhotra,Unknown,2020,Thriller,
Aankhin Dekhi,1978,129,Drama,,,Rajinder Singh Bedi,Suresh Bhagwat,Bhanumati,Bipin Gupta,1970,Drama,
Aankhon Aankhon Mein,1972,154,"Drama, Romance",6.4,28,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev,1970,Drama,Good (6–8)
Aankhon Mein Sapne Liye,2005,129,Romance,,,Nilu Gavankar,Usha Bachani,Janina Gavankar,Cleo Isaacs,2000,Romance,
